#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT IMPACT DETECTOR - ENERGY SPECTRUM]
# detector number:  2
# Units are 1/(eV*history)
#
# Linear scale
# Energy     min    ,    max    , number of bins
#        3.00000e+04 4.01000e+04    100
#
#             |      Total spectrum     |            electron     |               gamma     |            positron     |
#             |                         |                         |                         |                         |
# Energy (eV) |     prob    : +-2sigma  |     prob    : +-2sigma  |     prob    : +-2sigma  |     prob    : +-2sigma  |
  3.72215E+04   1.33426E-07   4.597E-09   0.00000E+00   0.000E+00   1.33426E-07   4.597E-09   0.00000E+00   0.000E+00 
  3.73225E+04   1.30337E-07   4.544E-09   0.00000E+00   0.000E+00   1.30337E-07   4.544E-09   0.00000E+00   0.000E+00 
  3.74235E+04   1.23644E-07   4.426E-09   0.00000E+00   0.000E+00   1.23644E-07   4.426E-09   0.00000E+00   0.000E+00 
  3.75245E+04   1.13228E-07   4.235E-09   0.00000E+00   0.000E+00   1.13228E-07   4.235E-09   0.00000E+00   0.000E+00 
  3.76255E+04   1.10337E-07   4.181E-09   0.00000E+00   0.000E+00   1.10337E-07   4.181E-09   0.00000E+00   0.000E+00 
  3.77265E+04   1.05465E-07   4.087E-09   0.00000E+00   0.000E+00   1.05465E-07   4.087E-09   0.00000E+00   0.000E+00 
  3.78275E+04   9.24356E-08   3.827E-09   0.00000E+00   0.000E+00   9.24356E-08   3.827E-09   0.00000E+00   0.000E+00 
  3.79285E+04   8.38812E-08   3.645E-09   0.00000E+00   0.000E+00   8.38812E-08   3.645E-09   0.00000E+00   0.000E+00 
  3.80295E+04   7.51287E-08   3.450E-09   0.00000E+00   0.000E+00   7.51287E-08   3.450E-09   0.00000E+00   0.000E+00 
  3.81305E+04   6.74059E-08   3.268E-09   0.00000E+00   0.000E+00   6.74059E-08   3.268E-09   0.00000E+00   0.000E+00 
  3.82315E+04   5.89307E-08   3.055E-09   0.00000E+00   0.000E+00   5.89307E-08   3.055E-09   0.00000E+00   0.000E+00 
  3.83325E+04   5.18812E-08   2.867E-09   0.00000E+00   0.000E+00   5.18812E-08   2.867E-09   0.00000E+00   0.000E+00 
  3.84335E+04   4.72871E-08   2.737E-09   0.00000E+00   0.000E+00   4.72871E-08   2.737E-09   0.00000E+00   0.000E+00 
  3.85345E+04   4.11485E-08   2.553E-09   0.00000E+00   0.000E+00   4.11485E-08   2.553E-09   0.00000E+00   0.000E+00 
  3.86355E+04   3.59208E-08   2.385E-09   0.00000E+00   0.000E+00   3.59208E-08   2.385E-09   0.00000E+00   0.000E+00 
  3.87365E+04   2.88317E-08   2.137E-09   0.00000E+00   0.000E+00   2.88317E-08   2.137E-09   0.00000E+00   0.000E+00 
  3.88375E+04   2.68911E-08   2.064E-09   0.00000E+00   0.000E+00   2.68911E-08   2.064E-09   0.00000E+00   0.000E+00 
  3.89385E+04   2.07525E-08   1.813E-09   0.00000E+00   0.000E+00   2.07525E-08   1.813E-09   0.00000E+00   0.000E+00 
  3.90395E+04   1.53267E-08   1.558E-09   0.00000E+00   0.000E+00   1.53267E-08   1.558E-09   0.00000E+00   0.000E+00 
  3.91405E+04   8.00000E-09   1.126E-09   0.00000E+00   0.000E+00   8.00000E-09   1.126E-09   0.00000E+00   0.000E+00 
  3.92415E+04   5.42574E-09   9.271E-10   0.00000E+00   0.000E+00   5.42574E-09   9.271E-10   0.00000E+00   0.000E+00 
  3.93425E+04   4.07921E-09   8.039E-10   0.00000E+00   0.000E+00   4.07921E-09   8.039E-10   0.00000E+00   0.000E+00 
  3.94435E+04   4.07921E-09   8.039E-10   0.00000E+00   0.000E+00   4.07921E-09   8.039E-10   0.00000E+00   0.000E+00 
  3.95445E+04   3.24752E-09   7.173E-10   0.00000E+00   0.000E+00   3.24752E-09   7.173E-10   0.00000E+00   0.000E+00 
  3.96455E+04   2.33663E-09   6.084E-10   0.00000E+00   0.000E+00   2.33663E-09   6.084E-10   0.00000E+00   0.000E+00 
  3.97465E+04   2.13861E-09   5.821E-10   0.00000E+00   0.000E+00   2.13861E-09   5.821E-10   0.00000E+00   0.000E+00 
  3.98475E+04   1.42574E-09   4.752E-10   0.00000E+00   0.000E+00   1.42574E-09   4.752E-10   0.00000E+00   0.000E+00 
  3.99485E+04   9.50495E-10   3.880E-10   0.00000E+00   0.000E+00   9.50495E-10   3.880E-10   0.00000E+00   0.000E+00 
  4.00495E+04   1.50091E-06   1.542E-08   0.00000E+00   0.000E+00   1.50091E-06   1.542E-08   0.00000E+00   0.000E+00 
