#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING UPBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy window (eV), energy bins:
#  3.00000E+04  4.01000E+04   200
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.36108E+04  0.00000E+00  0.000E+00  3.19208E-07  1.006E-08  0.00000E+00  0.000E+00
   3.36612E+04  0.00000E+00  0.000E+00  3.39960E-07  1.038E-08  0.00000E+00  0.000E+00
   3.37118E+04  0.00000E+00  0.000E+00  3.57782E-07  1.065E-08  0.00000E+00  0.000E+00
   3.37622E+04  0.00000E+00  0.000E+00  3.79406E-07  1.096E-08  0.00000E+00  0.000E+00
   3.38128E+04  0.00000E+00  0.000E+00  3.91129E-07  1.113E-08  0.00000E+00  0.000E+00
   3.38632E+04  0.00000E+00  0.000E+00  4.08079E-07  1.137E-08  0.00000E+00  0.000E+00
   3.39138E+04  0.00000E+00  0.000E+00  4.39762E-07  1.180E-08  0.00000E+00  0.000E+00
   3.39642E+04  0.00000E+00  0.000E+00  4.71525E-07  1.222E-08  0.00000E+00  0.000E+00
   3.40148E+04  0.00000E+00  0.000E+00  4.98218E-07  1.256E-08  0.00000E+00  0.000E+00
   3.40652E+04  0.00000E+00  0.000E+00  5.23406E-07  1.288E-08  0.00000E+00  0.000E+00
   3.41158E+04  0.00000E+00  0.000E+00  5.54693E-07  1.326E-08  0.00000E+00  0.000E+00
   3.41662E+04  0.00000E+00  0.000E+00  5.76396E-07  1.351E-08  0.00000E+00  0.000E+00
   3.42168E+04  0.00000E+00  0.000E+00  5.95168E-07  1.373E-08  0.00000E+00  0.000E+00
   3.42672E+04  0.00000E+00  0.000E+00  6.28990E-07  1.412E-08  0.00000E+00  0.000E+00
   3.43178E+04  0.00000E+00  0.000E+00  6.65663E-07  1.452E-08  0.00000E+00  0.000E+00
   3.43682E+04  0.00000E+00  0.000E+00  7.01228E-07  1.491E-08  0.00000E+00  0.000E+00
   3.44188E+04  0.00000E+00  0.000E+00  7.30297E-07  1.521E-08  0.00000E+00  0.000E+00
   3.44692E+04  0.00000E+00  0.000E+00  7.75129E-07  1.567E-08  0.00000E+00  0.000E+00
   3.45198E+04  0.00000E+00  0.000E+00  8.04040E-07  1.596E-08  0.00000E+00  0.000E+00
   3.45702E+04  0.00000E+00  0.000E+00  8.36356E-07  1.628E-08  0.00000E+00  0.000E+00
   3.46208E+04  0.00000E+00  0.000E+00  8.93861E-07  1.683E-08  0.00000E+00  0.000E+00
   3.46712E+04  0.00000E+00  0.000E+00  9.37584E-07  1.723E-08  0.00000E+00  0.000E+00
   3.47218E+04  0.00000E+00  0.000E+00  9.58653E-07  1.743E-08  0.00000E+00  0.000E+00
   3.47722E+04  0.00000E+00  0.000E+00  9.88990E-07  1.770E-08  0.00000E+00  0.000E+00
   3.48228E+04  0.00000E+00  0.000E+00  1.02091E-06  1.798E-08  0.00000E+00  0.000E+00
   3.48732E+04  0.00000E+00  0.000E+00  1.03406E-06  1.810E-08  0.00000E+00  0.000E+00
   3.49238E+04  0.00000E+00  0.000E+00  1.07699E-06  1.847E-08  0.00000E+00  0.000E+00
   3.49742E+04  0.00000E+00  0.000E+00  1.06970E-06  1.841E-08  0.00000E+00  0.000E+00
   3.50248E+04  0.00000E+00  0.000E+00  1.09014E-06  1.858E-08  0.00000E+00  0.000E+00
