#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING ANGULAR PARTICLES DISTRIBUTION]
# Units are particles/(sr history)
# Polar angle minimum, maximum, polar bins:
#  0.00000E+00  1.80000E+02    45
# Azimuthal angle minimum, maximum, azimuthal bins:
#  0.00000E+00  3.60000E+02    18
#
# theta (deg) :  phi (deg) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.80000E+01  3.50000E+02  3.13995E-04  2.894E-05  1.26658E-02  1.838E-04  0.00000E+00  0.000E+00

   4.20000E+01  1.00000E+01  2.67436E-04  2.562E-05  1.33141E-02  1.807E-04  0.00000E+00  0.000E+00
   4.20000E+01  3.00000E+01  2.87677E-04  2.657E-05  1.32227E-02  1.801E-04  6.13384E-07  1.227E-06
   4.20000E+01  5.00000E+01  2.83997E-04  2.640E-05  1.31307E-02  1.795E-04  0.00000E+00  0.000E+00
   4.20000E+01  7.00000E+01  2.85837E-04  2.648E-05  1.31786E-02  1.798E-04  0.00000E+00  0.000E+00
   4.20000E+01  9.00000E+01  2.80930E-04  2.625E-05  1.33061E-02  1.807E-04  6.13384E-07  1.227E-06
   4.20000E+01  1.10000E+02  2.95038E-04  2.691E-05  1.31178E-02  1.794E-04  0.00000E+00  0.000E+00
   4.20000E+01  1.30000E+02  2.92584E-04  2.679E-05  1.32976E-02  1.806E-04  0.00000E+00  0.000E+00
   4.20000E+01  1.50000E+02  2.80930E-04  2.625E-05  1.32368E-02  1.802E-04  0.00000E+00  0.000E+00
   4.20000E+01  1.70000E+02  2.88291E-04  2.660E-05  1.31473E-02  1.796E-04  0.00000E+00  0.000E+00
   4.20000E+01  1.90000E+02  2.83997E-04  2.640E-05  1.31050E-02  1.793E-04  6.13384E-07  1.227E-06
   4.20000E+01  2.10000E+02  2.76023E-04  2.602E-05  1.32657E-02  1.804E-04  0.00000E+00  0.000E+00
   4.20000E+01  2.30000E+02  2.93198E-04  2.682E-05  1.31730E-02  1.798E-04  0.00000E+00  0.000E+00
   4.20000E+01  2.50000E+02  2.81543E-04  2.628E-05  1.32135E-02  1.800E-04  6.13384E-07  1.227E-06
   4.20000E+01  2.70000E+02  2.88904E-04  2.662E-05  1.32111E-02  1.800E-04  6.13384E-07  1.227E-06
   4.20000E+01  2.90000E+02  2.95038E-04  2.691E-05  1.31835E-02  1.798E-04  6.13384E-07  1.227E-06
   4.20000E+01  3.10000E+02  2.88904E-04  2.662E-05  1.32792E-02  1.805E-04  0.00000E+00  0.000E+00
   4.20000E+01  3.30000E+02  2.85837E-04  2.648E-05  1.32933E-02  1.806E-04  6.13384E-07  1.227E-06
   4.20000E+01  3.50000E+02  3.12213E-04  2.768E-05  1.32411E-02  1.802E-04  0.00000E+00  0.000E+00

   4.60000E+01  1.00000E+01  2.80150E-04  2.529E-05  1.37935E-02  1.774E-04  5.70571E-07  1.141E-06
   4.60000E+01  3.00000E+01  2.52763E-04  2.402E-05  1.39442E-02  1.784E-04  0.00000E+00  0.000E+00
   4.60000E+01  5.00000E+01  2.81862E-04  2.536E-05  1.37559E-02  1.772E-04  0.00000E+00  0.000E+00
   4.60000E+01  7.00000E+01  2.41351E-04  2.347E-05  1.37821E-02  1.773E-04  0.00000E+00  0.000E+00
   4.60000E+01  9.00000E+01  2.59039E-04  2.431E-05  1.39813E-02  1.786E-04  0.00000E+00  0.000E+00
   4.60000E+01  1.10000E+02  2.69880E-04  2.482E-05  1.37861E-02  1.774E-04  0.00000E+00  0.000E+00
   4.60000E+01  1.30000E+02  2.64745E-04  2.458E-05  1.39881E-02  1.787E-04  0.00000E+00  0.000E+00
   4.60000E+01  1.50000E+02  2.53333E-04  2.405E-05  1.38306E-02  1.776E-04  0.00000E+00  0.000E+00
   4.60000E+01  1.70000E+02  2.59610E-04  2.434E-05  1.37930E-02  1.774E-04  0.00000E+00  0.000E+00
   4.60000E+01  1.90000E+02  2.71021E-04  2.487E-05  1.38985E-02  1.781E-04  0.00000E+00  0.000E+00
   4.60000E+01  2.10000E+02  2.63033E-04  2.450E-05  1.38489E-02  1.778E-04  0.00000E+00  0.000E+00
