#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING ANGULAR PARTICLES DISTRIBUTION]
# Units are particles/(sr history)
# Polar angle minimum, maximum, polar bins:
#  0.00000E+00  1.80000E+02    45
# Azimuthal angle minimum, maximum, azimuthal bins:
#  0.00000E+00  3.60000E+02    18
#
# theta (deg) :  phi (deg) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.00000E+01  3.00000E+01  2.37176E-02  3.603E-04  1.90052E-01  1.023E-03  9.01040E-03  2.220E-04
   3.00000E+01  5.00000E+01  2.41062E-02  3.633E-04  1.90648E-01  1.025E-03  8.80928E-03  2.196E-04
   3.00000E+01  7.00000E+01  2.39434E-02  3.620E-04  1.89774E-01  1.022E-03  9.02955E-03  2.223E-04
   3.00000E+01  9.00000E+01  2.41267E-02  3.634E-04  1.90285E-01  1.024E-03  9.03776E-03  2.224E-04
   3.00000E+01  1.10000E+02  2.42840E-02  3.646E-04  1.90814E-01  1.025E-03  8.85443E-03  2.201E-04
   3.00000E+01  1.30000E+02  2.38927E-02  3.616E-04  1.89523E-01  1.022E-03  8.92831E-03  2.210E-04
   3.00000E+01  1.50000E+02  2.41691E-02  3.638E-04  1.91528E-01  1.027E-03  8.86264E-03  2.202E-04
   3.00000E+01  1.70000E+02  2.41007E-02  3.632E-04  1.90294E-01  1.024E-03  9.02818E-03  2.223E-04
   3.00000E+01  1.90000E+02  2.42512E-02  3.644E-04  1.90329E-01  1.024E-03  8.73404E-03  2.186E-04
   3.00000E+01  2.10000E+02  2.42895E-02  3.647E-04  1.90555E-01  1.025E-03  9.12532E-03  2.235E-04
   3.00000E+01  2.30000E+02  2.36957E-02  3.601E-04  1.89792E-01  1.023E-03  9.20604E-03  2.244E-04
   3.00000E+01  2.50000E+02  2.42142E-02  3.642E-04  1.90135E-01  1.024E-03  8.91463E-03  2.209E-04
   3.00000E+01  2.70000E+02  2.38449E-02  3.613E-04  1.89195E-01  1.021E-03  9.01724E-03  2.221E-04
   3.00000E+01  2.90000E+02  2.39269E-02  3.620E-04  1.90630E-01  1.025E-03  9.01040E-03  2.220E-04
   3.00000E+01  3.10000E+02  2.38079E-02  3.611E-04  1.89861E-01  1.023E-03  8.93241E-03  2.211E-04
   3.00000E+01  3.30000E+02  2.39652E-02  3.622E-04  1.90119E-01  1.024E-03  8.88727E-03  2.205E-04
   3.00000E+01  3.50000E+02  2.41718E-02  3.638E-04  1.90269E-01  1.024E-03  8.95020E-03  2.213E-04

   3.40000E+01  1.00000E+01  1.82332E-02  2.988E-04  1.61453E-01  8.916E-04  6.51893E-03  1.786E-04
