#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING UPBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy window (eV), energy bins:
#  0.00000E+00  4.05000E+04   200
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   1.52888E+04  2.31481E-11  3.780E-12  6.47068E-10  2.009E-11  0.00000E+00  0.000E+00
   1.54912E+04  1.82099E-11  3.353E-12  7.17130E-10  2.117E-11  0.00000E+00  0.000E+00
   1.56938E+04  1.95988E-11  3.478E-12  8.18364E-10  2.265E-11  0.00000E+00  0.000E+00
   1.58962E+04  2.17593E-11  3.665E-12  9.22222E-10  2.404E-11  0.00000E+00  0.000E+00
   1.60988E+04  2.08333E-11  3.586E-12  1.01173E-09  2.526E-11  0.00000E+00  0.000E+00
   1.63012E+04  1.75926E-11  3.295E-12  1.11019E-09  2.638E-11  0.00000E+00  0.000E+00
   1.65038E+04  1.91358E-11  3.437E-12  1.20880E-09  2.761E-11  0.00000E+00  0.000E+00
   1.67062E+04  2.19136E-11  3.678E-12  1.32685E-09  2.895E-11  0.00000E+00  0.000E+00
   1.69088E+04  1.52778E-11  3.071E-12  1.42593E-09  3.004E-11  0.00000E+00  0.000E+00
   1.71112E+04  1.88272E-11  3.409E-12  1.58519E-09  3.181E-11  0.00000E+00  0.000E+00
   1.73138E+04  1.91358E-11  3.437E-12  1.68735E-09  3.280E-11  0.00000E+00  0.000E+00
   1.75162E+04  1.97531E-11  3.492E-12  1.80725E-09  3.404E-11  0.00000E+00  0.000E+00
   1.77188E+04  1.86728E-11  3.395E-12  1.95417E-09  3.541E-11  0.00000E+00  0.000E+00
   1.79212E+04  1.72840E-11  3.266E-12  2.04028E-09  3.620E-11  0.00000E+00  0.000E+00
   1.81238E+04  1.99074E-11  3.505E-12  2.21389E-09  3.782E-11  0.00000E+00  0.000E+00
   1.83262E+04  1.68210E-11  3.222E-12  2.33951E-09  3.894E-11  0.00000E+00  0.000E+00
   1.85288E+04  1.38889E-11  2.928E-12  2.49275E-09  4.025E-11  0.00000E+00  0.000E+00
   1.87312E+04  1.63580E-11  3.178E-12  2.61944E-09  4.133E-11  0.00000E+00  0.000E+00
   1.89338E+04  1.48148E-11  3.024E-12  2.81559E-09  4.292E-11  0.00000E+00  0.000E+00
   1.91362E+04  1.68210E-11  3.222E-12  2.90602E-09  4.359E-11  0.00000E+00  0.000E+00
   1.93388E+04  1.72840E-11  3.266E-12  3.13519E-09  4.550E-11  0.00000E+00  0.000E+00
   1.95412E+04  1.34259E-11  2.879E-12  3.23827E-09  4.624E-11  0.00000E+00  0.000E+00
   1.97438E+04  1.37346E-11  2.912E-12  3.38241E-09  4.734E-11  0.00000E+00  0.000E+00
   1.99462E+04  1.40432E-11  2.944E-12  3.51219E-09  4.838E-11  0.00000E+00  0.000E+00
   2.01488E+04  1.63580E-11  3.178E-12  3.63735E-09  4.932E-11  0.00000E+00  0.000E+00
   2.03512E+04  1.52778E-11  3.071E-12  3.81111E-09  5.065E-11  0.00000E+00  0.000E+00
   2.05538E+04  1.51235E-11  3.055E-12  3.88410E-09  5.109E-11  0.00000E+00  0.000E+00
   2.07562E+04  1.63580E-11  3.178E-12  4.10000E-09  5.264E-11  0.00000E+00  0.000E+00
   2.09588E+04  1.26543E-11  2.795E-12  4.24769E-09  5.371E-11  0.00000E+00  0.000E+00
   2.11612E+04  1.04938E-11  2.545E-12  4.32068E-09  5.441E-11  0.00000E+00  0.000E+00
   2.13638E+04  1.11111E-11  2.619E-12  4.44120E-09  5.523E-11  0.00000E+00  0.000E+00
   2.15662E+04  1.29630E-11  2.829E-12  4.54444E-09  5.599E-11  0.00000E+00  0.000E+00
   2.17688E+04  1.17284E-11  2.691E-12  4.71790E-09  5.706E-11  0.00000E+00  0.000E+00
   2.19712E+04  1.25000E-11  2.778E-12  4.80772E-09  5.781E-11  0.00000E+00  0.000E+00
   2.21738E+04  1.14198E-11  2.655E-12  4.95556E-09  5.878E-11  0.00000E+00  0.000E+00
   2.23762E+04  1.17284E-11  2.691E-12  5.05494E-09  5.941E-11  0.00000E+00  0.000E+00
   2.25788E+04  1.11111E-11  2.619E-12  5.18086E-09  6.023E-11  0.00000E+00  0.000E+00
   2.27812E+04  1.00309E-11  2.488E-12  5.24830E-09  6.091E-11  0.00000E+00  0.000E+00
   2.29838E+04  1.00309E-11  2.488E-12  5.38210E-09  6.185E-11  0.00000E+00  0.000E+00
   2.31862E+04  8.79630E-12  2.330E-12  5.48133E-09  6.243E-11  0.00000E+00  0.000E+00
   2.33888E+04  1.29630E-11  2.829E-12  5.60633E-09  6.339E-11  0.00000E+00  0.000E+00
   2.35912E+04  9.87654E-12  2.469E-12  5.68580E-09  6.395E-11  0.00000E+00  0.000E+00
   2.37938E+04  8.79630E-12  2.330E-12  5.74367E-09  6.438E-11  0.00000E+00  0.000E+00
   2.39962E+04  7.25309E-12  2.116E-12  5.84907E-09  6.515E-11  0.00000E+00  0.000E+00
   2.41988E+04  8.33333E-12  2.268E-12  5.90216E-09  6.560E-11  0.00000E+00  0.000E+00
   2.44012E+04  7.56173E-12  2.160E-12  6.03657E-09  6.666E-11  0.00000E+00  0.000E+00
   2.46038E+04  6.79012E-12  2.047E-12  6.02377E-09  6.654E-11  0.00000E+00  0.000E+00
   2.48062E+04  8.17901E-12  2.247E-12  6.14630E-09  6.743E-11  0.00000E+00  0.000E+00
   2.50088E+04  4.78395E-12  1.718E-12  6.13148E-09  6.745E-11  0.00000E+00  0.000E+00
   2.52112E+04  6.94444E-12  2.070E-12  6.20787E-09  6.826E-11  0.00000E+00  0.000E+00
   2.54138E+04  8.33333E-12  2.268E-12  6.19259E-09  6.817E-11  0.00000E+00  0.000E+00
   2.56162E+04  6.01852E-12  1.927E-12  6.26960E-09  6.867E-11  0.00000E+00  0.000E+00
   2.58188E+04  4.93827E-12  1.746E-12  6.24043E-09  6.868E-11  0.00000E+00  0.000E+00
   2.60212E+04  6.32716E-12  1.976E-12  6.36713E-09  6.964E-11  0.00000E+00  0.000E+00
   2.62238E+04  4.47531E-12  1.662E-12  6.32330E-09  6.938E-11  0.00000E+00  0.000E+00
   2.64262E+04  5.09259E-12  1.773E-12  6.39151E-09  7.016E-11  0.00000E+00  0.000E+00
   2.66288E+04  4.16667E-12  1.604E-12  6.36620E-09  7.010E-11  0.00000E+00  0.000E+00
   2.68312E+04  3.85802E-12  1.543E-12  6.42917E-09  7.049E-11  0.00000E+00  0.000E+00
   2.70338E+04  3.54938E-12  1.480E-12  6.39398E-09  7.052E-11  0.00000E+00  0.000E+00
   2.72362E+04  2.93210E-12  1.345E-12  6.41775E-09  7.070E-11  0.00000E+00  0.000E+00
   2.74388E+04  3.39506E-12  1.448E-12  6.42716E-09  7.093E-11  0.00000E+00  0.000E+00
   2.76412E+04  2.62346E-12  1.273E-12  6.41914E-09  7.105E-11  0.00000E+00  0.000E+00
   2.78438E+04  4.01235E-12  1.574E-12  6.37886E-09  7.100E-11  0.00000E+00  0.000E+00
   2.80462E+04  3.54938E-12  1.480E-12  6.34660E-09  7.101E-11  0.00000E+00  0.000E+00
   2.82488E+04  2.77778E-12  1.309E-12  6.32562E-09  7.098E-11  0.00000E+00  0.000E+00
   2.84512E+04  2.93210E-12  1.345E-12  6.34290E-09  7.132E-11  0.00000E+00  0.000E+00
   2.86538E+04  2.31481E-12  1.195E-12  6.38920E-09  7.168E-11  0.00000E+00  0.000E+00
   2.88562E+04  2.00617E-12  1.113E-12  6.25401E-09  7.109E-11  0.00000E+00  0.000E+00
   2.90588E+04  2.31481E-12  1.195E-12  6.18920E-09  7.094E-11  0.00000E+00  0.000E+00
   2.92612E+04  2.77778E-12  1.309E-12  6.17500E-09  7.088E-11  0.00000E+00  0.000E+00
   2.94638E+04  1.85185E-12  1.069E-12  6.25710E-09  7.160E-11  0.00000E+00  0.000E+00
   2.96662E+04  2.77778E-12  1.309E-12  6.10957E-09  7.084E-11  0.00000E+00  0.000E+00
   2.98688E+04  1.54321E-12  9.760E-13  6.01019E-09  7.028E-11  0.00000E+00  0.000E+00
   3.00712E+04  1.85185E-12  1.069E-12  5.93287E-09  7.001E-11  0.00000E+00  0.000E+00
   3.02738E+04  1.69753E-12  1.024E-12  5.95432E-09  7.020E-11  0.00000E+00  0.000E+00
