#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING DOWNBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy minimum, maximum, energy bins:
#  0.00000E+00  4.05000E+04   200
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   2.27812E+04  8.86306E-06  4.180E-08  2.07901E-08  2.026E-09  0.00000E+00  0.000E+00
   2.29838E+04  9.00691E-06  4.214E-08  2.01975E-08  1.997E-09  0.00000E+00  0.000E+00
   2.31862E+04  9.16686E-06  4.251E-08  2.05926E-08  2.017E-09  0.00000E+00  0.000E+00
   2.33888E+04  9.27714E-06  4.277E-08  1.78272E-08  1.877E-09  0.00000E+00  0.000E+00
   2.35912E+04  9.45654E-06  4.318E-08  1.95062E-08  1.963E-09  0.00000E+00  0.000E+00
   2.37938E+04  9.59906E-06  4.350E-08  1.89136E-08  1.933E-09  0.00000E+00  0.000E+00
   2.39962E+04  9.75373E-06  4.385E-08  1.88148E-08  1.928E-09  0.00000E+00  0.000E+00
   2.41988E+04  9.89793E-06  4.417E-08  1.78765E-08  1.879E-09  0.00000E+00  0.000E+00
   2.44012E+04  1.00347E-05  4.448E-08  1.72840E-08  1.848E-09  0.00000E+00  0.000E+00
   2.46038E+04  1.02465E-05  4.494E-08  1.60494E-08  1.781E-09  0.00000E+00  0.000E+00
   2.48062E+04  1.04091E-05  4.530E-08  1.59506E-08  1.775E-09  0.00000E+00  0.000E+00
   2.50088E+04  1.05591E-05  4.562E-08  1.58519E-08  1.770E-09  0.00000E+00  0.000E+00
   2.52112E+04  1.07134E-05  4.595E-08  1.54074E-08  1.745E-09  0.00000E+00  0.000E+00
   2.54138E+04  1.08436E-05  4.623E-08  1.52593E-08  1.736E-09  0.00000E+00  0.000E+00
   2.56162E+04  1.09898E-05  4.654E-08  1.57037E-08  1.761E-09  0.00000E+00  0.000E+00
   2.58188E+04  1.11831E-05  4.695E-08  1.56049E-08  1.756E-09  0.00000E+00  0.000E+00
   2.60212E+04  1.13703E-05  4.734E-08  1.32840E-08  1.620E-09  0.00000E+00  0.000E+00
   2.62238E+04  1.14824E-05  4.757E-08  1.36296E-08  1.641E-09  0.00000E+00  0.000E+00
   2.64262E+04  1.16958E-05  4.801E-08  1.52099E-08  1.733E-09  0.00000E+00  0.000E+00
   2.66288E+04  1.18470E-05  4.832E-08  1.47160E-08  1.705E-09  0.00000E+00  0.000E+00
   2.68312E+04  1.20204E-05  4.867E-08  1.32346E-08  1.617E-09  0.00000E+00  0.000E+00
   2.70338E+04  1.22064E-05  4.904E-08  1.30864E-08  1.608E-09  0.00000E+00  0.000E+00
   2.72362E+04  1.23521E-05  4.933E-08  1.21975E-08  1.552E-09  0.00000E+00  0.000E+00
   2.74388E+04  1.25056E-05  4.964E-08  1.25432E-08  1.574E-09  0.00000E+00  0.000E+00
   2.76412E+04  1.26611E-05  4.995E-08  1.26420E-08  1.580E-09  0.00000E+00  0.000E+00
   2.78438E+04  1.28515E-05  5.032E-08  1.20494E-08  1.543E-09  0.00000E+00  0.000E+00
   2.80462E+04  1.30125E-05  5.063E-08  1.09136E-08  1.468E-09  0.00000E+00  0.000E+00
   2.82488E+04  1.31511E-05  5.090E-08  1.19506E-08  1.536E-09  0.00000E+00  0.000E+00
   2.84512E+04  1.34011E-05  5.138E-08  1.19506E-08  1.536E-09  0.00000E+00  0.000E+00
   2.86538E+04  1.34931E-05  5.156E-08  1.09630E-08  1.472E-09  0.00000E+00  0.000E+00
   2.88562E+04  1.36539E-05  5.186E-08  1.12099E-08  1.488E-09  0.00000E+00  0.000E+00
   2.90588E+04  1.38302E-05  5.219E-08  1.04198E-08  1.435E-09  0.00000E+00  0.000E+00
   2.92612E+04  1.40106E-05  5.253E-08  8.98765E-09  1.332E-09  0.00000E+00  0.000E+00
   2.94638E+04  1.41473E-05  5.279E-08  9.48148E-09  1.369E-09  0.00000E+00  0.000E+00
   2.96662E+04  1.43344E-05  5.313E-08  9.13580E-09  1.343E-09  0.00000E+00  0.000E+00
   2.98688E+04  1.44630E-05  5.337E-08  8.79012E-09  1.318E-09  0.00000E+00  0.000E+00
   3.00712E+04  1.45824E-05  5.359E-08  7.55556E-09  1.222E-09  0.00000E+00  0.000E+00
   3.02738E+04  1.47545E-05  5.391E-08  8.98765E-09  1.332E-09  0.00000E+00  0.000E+00
   3.04762E+04  1.49239E-05  5.421E-08  7.06173E-09  1.181E-09  0.00000E+00  0.000E+00
   3.06788E+04  1.49907E-05  5.433E-08  8.54321E-09  1.299E-09  0.00000E+00  0.000E+00
   3.08812E+04  1.52024E-05  5.471E-08  7.30864E-09  1.202E-09  0.00000E+00  0.000E+00
   3.10838E+04  1.53219E-05  5.493E-08  6.76543E-09  1.156E-09  0.00000E+00  0.000E+00
   3.12862E+04  1.54471E-05  5.515E-08  7.06173E-09  1.181E-09  0.00000E+00  0.000E+00
   3.14888E+04  1.55528E-05  5.534E-08  7.16049E-09  1.189E-09  0.00000E+00  0.000E+00
   3.16912E+04  1.56592E-05  5.553E-08  6.86420E-09  1.164E-09  0.00000E+00  0.000E+00
   3.18938E+04  1.57596E-05  5.571E-08  6.86420E-09  1.164E-09  0.00000E+00  0.000E+00
   3.20962E+04  1.59168E-05  5.598E-08  6.86420E-09  1.164E-09  0.00000E+00  0.000E+00
   3.22988E+04  1.60367E-05  5.619E-08  5.92593E-09  1.082E-09  0.00000E+00  0.000E+00
   3.25012E+04  1.60527E-05  5.622E-08  5.87654E-09  1.077E-09  0.00000E+00  0.000E+00
   3.27038E+04  1.61423E-05  5.638E-08  5.77778E-09  1.068E-09  0.00000E+00  0.000E+00
   3.29062E+04  1.63051E-05  5.666E-08  5.72840E-09  1.064E-09  0.00000E+00  0.000E+00
   3.31088E+04  1.63206E-05  5.668E-08  5.87654E-09  1.077E-09  0.00000E+00  0.000E+00
   3.33112E+04  1.63600E-05  5.675E-08  5.97531E-09  1.086E-09  0.00000E+00  0.000E+00
