#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING ANGULAR PARTICLES DISTRIBUTION]
# Units are particles/(sr history)
# Polar angle minimum, maximum, polar bins:
#  0.00000E+00  1.80000E+02    45
# Azimuthal angle minimum, maximum, azimuthal bins:
#  0.00000E+00  3.60000E+02    18
#
# theta (deg) :  phi (deg) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   2.60000E+01  2.30000E+02  0.00000E+00  0.000E+00  7.95830E-05  1.726E-05  0.00000E+00  0.000E+00
   2.60000E+01  2.50000E+02  0.00000E+00  0.000E+00  7.58379E-05  1.685E-05  0.00000E+00  0.000E+00
   2.60000E+01  2.70000E+02  9.36271E-07  1.873E-06  9.92447E-05  1.928E-05  0.00000E+00  0.000E+00
   2.60000E+01  2.90000E+02  0.00000E+00  0.000E+00  8.14556E-05  1.747E-05  0.00000E+00  0.000E+00
   2.60000E+01  3.10000E+02  0.00000E+00  0.000E+00  7.67742E-05  1.696E-05  0.00000E+00  0.000E+00
   2.60000E+01  3.30000E+02  0.00000E+00  0.000E+00  8.98820E-05  1.835E-05  0.00000E+00  0.000E+00
   2.60000E+01  3.50000E+02  0.00000E+00  0.000E+00  6.74115E-05  1.589E-05  0.00000E+00  0.000E+00

   3.00000E+01  1.00000E+01  0.00000E+00  0.000E+00  7.88034E-05  1.609E-05  0.00000E+00  0.000E+00
   3.00000E+01  3.00000E+01  0.00000E+00  0.000E+00  6.73112E-05  1.487E-05  0.00000E+00  0.000E+00
   3.00000E+01  5.00000E+01  0.00000E+00  0.000E+00  8.20868E-05  1.642E-05  0.00000E+00  0.000E+00
   3.00000E+01  7.00000E+01  0.00000E+00  0.000E+00  6.73112E-05  1.487E-05  0.00000E+00  0.000E+00
   3.00000E+01  9.00000E+01  0.00000E+00  0.000E+00  8.29077E-05  1.650E-05  0.00000E+00  0.000E+00
   3.00000E+01  1.10000E+02  0.00000E+00  0.000E+00  7.79825E-05  1.600E-05  0.00000E+00  0.000E+00
   3.00000E+01  1.30000E+02  0.00000E+00  0.000E+00  8.53703E-05  1.674E-05  0.00000E+00  0.000E+00
   3.00000E+01  1.50000E+02  0.00000E+00  0.000E+00  8.04451E-05  1.625E-05  0.00000E+00  0.000E+00
   3.00000E+01  1.70000E+02  0.00000E+00  0.000E+00  8.37286E-05  1.658E-05  0.00000E+00  0.000E+00
   3.00000E+01  1.90000E+02  0.00000E+00  0.000E+00  6.40277E-05  1.450E-05  0.00000E+00  0.000E+00
   3.00000E+01  2.10000E+02  8.20868E-07  1.642E-06  8.61912E-05  1.682E-05  0.00000E+00  0.000E+00
   3.00000E+01  2.30000E+02  0.00000E+00  0.000E+00  8.53703E-05  1.674E-05  0.00000E+00  0.000E+00
   3.00000E+01  2.50000E+02  8.20868E-07  1.642E-06  7.79825E-05  1.600E-05  0.00000E+00  0.000E+00
   3.00000E+01  2.70000E+02  8.20868E-07  1.642E-06  7.71616E-05  1.592E-05  0.00000E+00  0.000E+00
   3.00000E+01  2.90000E+02  0.00000E+00  0.000E+00  6.97738E-05  1.514E-05  0.00000E+00  0.000E+00
   3.00000E+01  3.10000E+02  8.20868E-07  1.642E-06  8.45494E-05  1.666E-05  0.00000E+00  0.000E+00
   3.00000E+01  3.30000E+02  0.00000E+00  0.000E+00  7.46990E-05  1.566E-05  0.00000E+00  0.000E+00
   3.00000E+01  3.50000E+02  0.00000E+00  0.000E+00  8.20868E-05  1.642E-05  0.00000E+00  0.000E+00

   3.40000E+01  1.00000E+01  0.00000E+00  0.000E+00  6.67918E-05  1.400E-05  0.00000E+00  0.000E+00
   3.40000E+01  3.00000E+01  7.33976E-07  1.468E-06  7.92694E-05  1.526E-05  0.00000E+00  0.000E+00
   3.40000E+01  5.00000E+01  0.00000E+00  0.000E+00  7.85354E-05  1.518E-05  0.00000E+00  0.000E+00
   3.40000E+01  7.00000E+01  0.00000E+00  0.000E+00  6.38559E-05  1.369E-05  0.00000E+00  0.000E+00
   3.40000E+01  9.00000E+01  0.00000E+00  0.000E+00  7.41316E-05  1.475E-05  0.00000E+00  0.000E+00
   3.40000E+01  1.10000E+02  7.33976E-07  1.468E-06  7.11957E-05  1.446E-05  0.00000E+00  0.000E+00
   3.40000E+01  1.30000E+02  7.33976E-07  1.468E-06  7.33976E-05  1.468E-05  0.00000E+00  0.000E+00
   3.40000E+01  1.50000E+02  0.00000E+00  0.000E+00  7.63335E-05  1.497E-05  0.00000E+00  0.000E+00
   3.40000E+01  1.70000E+02  7.33976E-07  1.468E-06  6.75258E-05  1.408E-05  0.00000E+00  0.000E+00
   3.40000E+01  1.90000E+02  0.00000E+00  0.000E+00  6.67918E-05  1.400E-05  0.00000E+00  0.000E+00
   3.40000E+01  2.10000E+02  0.00000E+00  0.000E+00  6.31219E-05  1.361E-05  0.00000E+00  0.000E+00
   3.40000E+01  2.30000E+02  0.00000E+00  0.000E+00  7.11957E-05  1.446E-05  0.00000E+00  0.000E+00
   3.40000E+01  2.50000E+02  0.00000E+00  0.000E+00  6.60578E-05  1.393E-05  0.00000E+00  0.000E+00
   3.40000E+01  2.70000E+02  0.00000E+00  0.000E+00  7.41316E-05  1.475E-05  0.00000E+00  0.000E+00
   3.40000E+01  2.90000E+02  0.00000E+00  0.000E+00  6.16540E-05  1.345E-05  0.00000E+00  0.000E+00
   3.40000E+01  3.10000E+02  0.00000E+00  0.000E+00  6.67918E-05  1.400E-05  0.00000E+00  0.000E+00
   3.40000E+01  3.30000E+02  0.00000E+00  0.000E+00  7.92694E-05  1.526E-05  0.00000E+00  0.000E+00
   3.40000E+01  3.50000E+02  0.00000E+00  0.000E+00  5.94521E-05  1.321E-05  0.00000E+00  0.000E+00

   3.80000E+01  1.00000E+01  0.00000E+00  0.000E+00  6.73322E-05  1.340E-05  0.00000E+00  0.000E+00
   3.80000E+01  3.00000E+01  0.00000E+00  0.000E+00  6.33323E-05  1.300E-05  0.00000E+00  0.000E+00
   3.80000E+01  5.00000E+01  1.33331E-06  1.886E-06  5.53324E-05  1.215E-05  0.00000E+00  0.000E+00
   3.80000E+01  7.00000E+01  0.00000E+00  0.000E+00  7.39988E-05  1.405E-05  0.00000E+00  0.000E+00
   3.80000E+01  9.00000E+01  0.00000E+00  0.000E+00  5.66657E-05  1.229E-05  0.00000E+00  0.000E+00
   3.80000E+01  1.10000E+02  0.00000E+00  0.000E+00  6.06657E-05  1.272E-05  0.00000E+00  0.000E+00
   3.80000E+01  1.30000E+02  0.00000E+00  0.000E+00  6.19990E-05  1.286E-05  0.00000E+00  0.000E+00
   3.80000E+01  1.50000E+02  0.00000E+00  0.000E+00  6.79989E-05  1.347E-05  0.00000E+00  0.000E+00
   3.80000E+01  1.70000E+02  0.00000E+00  0.000E+00  6.06657E-05  1.272E-05  0.00000E+00  0.000E+00
   3.80000E+01  1.90000E+02  0.00000E+00  0.000E+00  7.13321E-05  1.379E-05  0.00000E+00  0.000E+00
   3.80000E+01  2.10000E+02  0.00000E+00  0.000E+00  6.86655E-05  1.353E-05  0.00000E+00  0.000E+00
   3.80000E+01  2.30000E+02  0.00000E+00  0.000E+00  5.06658E-05  1.162E-05  0.00000E+00  0.000E+00
   3.80000E+01  2.50000E+02  0.00000E+00  0.000E+00  6.66656E-05  1.333E-05  0.00000E+00  0.000E+00
   3.80000E+01  2.70000E+02  6.66656E-07  1.333E-06  6.86655E-05  1.353E-05  0.00000E+00  0.000E+00
   3.80000E+01  2.90000E+02  0.00000E+00  0.000E+00  7.53321E-05  1.417E-05  0.00000E+00  0.000E+00
   3.80000E+01  3.10000E+02  0.00000E+00  0.000E+00  6.73322E-05  1.340E-05  0.00000E+00  0.000E+00
   3.80000E+01  3.30000E+02  6.66656E-07  1.333E-06  6.66656E-05  1.333E-05  0.00000E+00  0.000E+00
   3.80000E+01  3.50000E+02  1.33331E-06  1.886E-06  7.19988E-05  1.386E-05  0.00000E+00  0.000E+00

   4.20000E+01  1.00000E+01  6.13384E-07  1.227E-06  6.01117E-05  1.214E-05  0.00000E+00  0.000E+00
   4.20000E+01  3.00000E+01  6.13384E-07  1.227E-06  6.19518E-05  1.233E-05  0.00000E+00  0.000E+00
   4.20000E+01  5.00000E+01  6.13384E-07  1.227E-06  5.58180E-05  1.170E-05  0.00000E+00  0.000E+00
   4.20000E+01  7.00000E+01  6.13384E-07  1.227E-06  5.76581E-05  1.189E-05  0.00000E+00  0.000E+00
   4.20000E+01  9.00000E+01  6.13384E-07  1.227E-06  6.37920E-05  1.251E-05  0.00000E+00  0.000E+00
   4.20000E+01  1.10000E+02  6.13384E-07  1.227E-06  5.45912E-05  1.157E-05  0.00000E+00  0.000E+00
   4.20000E+01  1.30000E+02  0.00000E+00  0.000E+00  6.13384E-05  1.227E-05  0.00000E+00  0.000E+00
   4.20000E+01  1.50000E+02  6.13384E-07  1.227E-06  6.99258E-05  1.310E-05  0.00000E+00  0.000E+00
   4.20000E+01  1.70000E+02  0.00000E+00  0.000E+00  5.39778E-05  1.151E-05  0.00000E+00  0.000E+00
   4.20000E+01  1.90000E+02  0.00000E+00  0.000E+00  6.07250E-05  1.221E-05  0.00000E+00  0.000E+00
   4.20000E+01  2.10000E+02  0.00000E+00  0.000E+00  6.01117E-05  1.214E-05  0.00000E+00  0.000E+00
   4.20000E+01  2.30000E+02  0.00000E+00  0.000E+00  5.15243E-05  1.124E-05  0.00000E+00  0.000E+00
   4.20000E+01  2.50000E+02  6.13384E-07  1.227E-06  6.07250E-05  1.221E-05  0.00000E+00  0.000E+00
   4.20000E+01  2.70000E+02  1.22677E-06  1.735E-06  5.33644E-05  1.144E-05  0.00000E+00  0.000E+00
   4.20000E+01  2.90000E+02  0.00000E+00  0.000E+00  5.52046E-05  1.164E-05  0.00000E+00  0.000E+00
   4.20000E+01  3.10000E+02  0.00000E+00  0.000E+00  6.19518E-05  1.233E-05  0.00000E+00  0.000E+00
   4.20000E+01  3.30000E+02  0.00000E+00  0.000E+00  5.82715E-05  1.196E-05  0.00000E+00  0.000E+00
   4.20000E+01  3.50000E+02  0.00000E+00  0.000E+00  5.02975E-05  1.111E-05  0.00000E+00  0.000E+00

   4.60000E+01  1.00000E+01  0.00000E+00  0.000E+00  5.13514E-05  1.083E-05  0.00000E+00  0.000E+00
   4.60000E+01  3.00000E+01  0.00000E+00  0.000E+00  4.73574E-05  1.040E-05  0.00000E+00  0.000E+00
   4.60000E+01  5.00000E+01  0.00000E+00  0.000E+00  4.96396E-05  1.064E-05  0.00000E+00  0.000E+00
   4.60000E+01  7.00000E+01  0.00000E+00  0.000E+00  4.45045E-05  1.008E-05  0.00000E+00  0.000E+00
   4.60000E+01  9.00000E+01  5.70571E-07  1.141E-06  5.81982E-05  1.152E-05  0.00000E+00  0.000E+00
   4.60000E+01  1.10000E+02  0.00000E+00  0.000E+00  4.84985E-05  1.052E-05  0.00000E+00  0.000E+00
   4.60000E+01  1.30000E+02  0.00000E+00  0.000E+00  4.96396E-05  1.064E-05  0.00000E+00  0.000E+00
   4.60000E+01  1.50000E+02  0.00000E+00  0.000E+00  4.56456E-05  1.021E-05  0.00000E+00  0.000E+00
   4.60000E+01  1.70000E+02  5.70571E-07  1.141E-06  4.62162E-05  1.027E-05  0.00000E+00  0.000E+00
   4.60000E+01  1.90000E+02  0.00000E+00  0.000E+00  4.56456E-05  1.021E-05  0.00000E+00  0.000E+00
